domain,layer,file,symbol,signature,called_by,calls,imports,side_effects,async,lines,docstring
policies,L5,engine,PolicyEngine._check_safety_rules,async _check_safety_rules(request: PolicyEvaluationRequest) -> List[PolicyViolation],?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_evaluate_safety_rule | append | get | now | sorted,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,29,Check request against safety rules.
policies,L5,engine,PolicyEngine._classify_recoverability,_classify_recoverability(violation) -> 'RecoverabilityType',?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,no,13,Classify violation recoverability (GAP 5).
policies,L5,engine,PolicyEngine._classify_severity,_classify_severity(violation) -> 'ViolationSeverity',?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,no,20,Classify violation severity (GAP 5).
policies,L5,engine,PolicyEngine._evaluate_business_rule,"_evaluate_business_rule(rule: BusinessRule, request: PolicyEvaluationRequest) -> Tuple[Optional[PolicyViolation], Optional[PolicyModification]]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyViolation | get,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,no,63,Evaluate a business rule.
policies,L5,engine,PolicyEngine._evaluate_compliance_rule,"_evaluate_compliance_rule(policy: Policy, rule: PolicyRule, request: PolicyEvaluationRequest) -> Optional[PolicyViolation]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyViolation | get | list | match | set,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,no,58,Evaluate a compliance rule.
policies,L5,engine,PolicyEngine._evaluate_ethical_constraint,"_evaluate_ethical_constraint(constraint: EthicalConstraint, request: PolicyEvaluationRequest) -> Optional[PolicyViolation]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyViolation | _extract_text_content | get | lower,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,no,45,Evaluate a single ethical constraint.
policies,L5,engine,PolicyEngine._evaluate_risk_ceiling,"_evaluate_risk_ceiling(ceiling: RiskCeiling, request: PolicyEvaluationRequest) -> Tuple[Optional[PolicyViolation], Optional[PolicyModification]]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyModification | PolicyViolation | _add_windowed_value | _get_windowed_value | get | warning,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,no,69,Evaluate a single risk ceiling.
policies,L5,engine,PolicyEngine._evaluate_safety_rule,"_evaluate_safety_rule(rule: SafetyRule, request: PolicyEvaluationRequest) -> Optional[PolicyViolation]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyViolation | _extract_text_content | get | lower | now | search | timedelta,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,no,86,Evaluate a single safety rule.
policies,L5,engine,PolicyEngine._extract_text_content,_extract_text_content(request: PolicyEvaluationRequest) -> str,?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,append | dumps | join | str,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,no,17,Extract text content from request for analysis.
policies,L5,engine,PolicyEngine._get_windowed_value,"_get_windowed_value(key: str, window_seconds: int) -> float",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,now | sum | timedelta,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,no,13,Get accumulated value within time window.
policies,L5,engine,PolicyEngine._is_cache_stale,_is_cache_stale() -> bool,?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,now | total_seconds,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,no,7,Check if policy cache is stale.
policies,L5,engine,PolicyEngine._load_default_policies,_load_default_policies() -> None,?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,EthicalConstraint | RiskCeiling | SafetyRule | now,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,no,51,Load default policies when database is unavailable.
policies,L5,engine,PolicyEngine._load_policies,async _load_policies() -> PolicyLoadResult,?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,BusinessRule | BusinessRuleType | EthicalConstraint | EthicalConstraintType | PolicyLoadResult | RiskCeiling | SafetyRule | SafetyRuleType | _get_engine | _load_default_policies | append | connect | error | fetch_business_rules | fetch_ethical_constraints,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,126,Load policies from database.
policies,L5,engine,PolicyEngine._persist_evaluation,"async _persist_evaluation(request: PolicyEvaluationRequest, result: PolicyEvaluationResult) -> None",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | commit | connect | debug | dispose | dumps | insert_evaluation | insert_violation | model_dump,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,yes,54,Persist evaluation to audit log.
policies,L5,engine,PolicyEngine._route_to_governor,async _route_to_governor(violations: List[PolicyViolation]) -> None,?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,error | force_freeze | warning,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,32,Route violations to M18 Governor.
policies,L5,engine,PolicyEngine.acknowledge_violation,"async acknowledge_violation(db, violation_id: str, notes: Optional[str]) -> bool",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | commit | connect | debug | update_violation_acknowledged,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,yes,22,Mark a violation as acknowledged.
policies,L5,engine,PolicyEngine.activate_policy_version,"async activate_policy_version(db, version_id: str, activated_by: str, dry_run: bool) -> Dict[str, Any]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyEvaluationRequest | _get_engine | activate_version | add | append | commit | connect | deactivate_all_versions | dispose | error | evaluate | extend | fetch_active_policies_for_integrity | fetch_conflicts | fetch_dependency_edges,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,yes,228,Activate a policy version with comprehensive pre-activation integrity checks.
policies,L5,engine,PolicyEngine.add_dependency_with_dag_check,"async add_dependency_with_dag_check(db, source_policy: str, target_policy: str, dependency_type: str, resolution_strategy: str, priority: int, description: Optional[str]) -> Dict[str, Any]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | add | append | can_reach | commit | connect | dispose | error | extend | fetch_dependency_edges | get | insert_dependency | pop | set | str,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,yes,90,Add a policy dependency with DAG validation.
policies,L5,engine,PolicyEngine.clear_cooldowns,"async clear_cooldowns(db, agent_id: str, rule_name: Optional[str]) -> int",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,keys | list,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,9,Clear cooldowns for an agent.
policies,L5,engine,PolicyEngine.create_policy_version,"async create_policy_version(db, description: str, created_by: str)",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyVersion | _get_engine | commit | connect | deactivate_all_versions | debug | dispose | dumps | encode | get_current_version | hexdigest | insert_policy_version | int | model_dump | sha256,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,yes,65,Create a new policy version snapshot.
policies,L5,engine,PolicyEngine.create_temporal_policy,"async create_temporal_policy(db, data: Dict)",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,TemporalPolicy | _get_engine | commit | connect | debug | dispose | get | insert_temporal_policy,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,yes,30,Create a temporal policy.
policies,L5,engine,PolicyEngine.evaluate,"async evaluate(request: PolicyEvaluationRequest, db, dry_run: bool) -> PolicyEvaluationResult",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyEvaluationResult | _check_business_rules | _check_compliance | _check_cooldown | _check_ethical_constraints | _check_risk_ceilings | _check_safety_rules | _is_cache_stale | _load_policies | _persist_evaluation | _route_to_governor | append | emit_policy_decision | extend | info,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,162,Evaluate a request against all applicable policies.
policies,L5,engine,PolicyEngine.evaluate_with_context,"async evaluate_with_context(db, action_type, policy_context, proposed_action: Optional[str], target_resource: Optional[str], estimated_cost: Optional[float], data_categories: Optional[List[str]], context: Optional[Dict])",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,EnhancedPolicyEvaluationResult | EnhancedPolicyViolation | PolicyEvaluationRequest | _classify_recoverability | _classify_severity | _load_policies | append | evaluate | get | get_temporal_policies | get_temporal_utilization | join | len | model_copy | now,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,156,Enhanced evaluation with full policy context.
policies,L5,engine,PolicyEngine.get_active_cooldowns,"async get_active_cooldowns(db, agent_id: Optional[str]) -> List[Dict[str, Any]]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,append | items | len | list | now | split | timedelta | total_seconds,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,28,Get all active cooldowns.
policies,L5,engine,PolicyEngine.get_current_version,async get_current_version(db) -> Optional[Dict],?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | connect | debug | fetch_current_active_version | get | isoformat | str,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,26,Get the currently active policy version.
policies,L5,engine,PolicyEngine.get_dependency_graph,async get_dependency_graph(db),?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,DependencyGraph | PolicyConflict | PolicyDependency | _get_engine | append | connect | debug | dispose | fetch_conflicts | fetch_dependencies | get | str,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,64,Get the policy dependency graph.
policies,L5,engine,PolicyEngine.get_ethical_constraints,"async get_ethical_constraints(db, include_inactive: bool) -> List[EthicalConstraint]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_load_policies,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,12,Get all ethical constraints.
policies,L5,engine,PolicyEngine.get_metrics,"async get_metrics(db, hours: int) -> Dict[str, Any]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,max,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,12,Get policy engine metrics.
policies,L5,engine,PolicyEngine.get_policy_conflicts,"async get_policy_conflicts(db, include_resolved: bool) -> List",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyConflict | _get_engine | append | connect | debug | dispose | fetch_conflicts | get | str,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,29,Get policy conflicts.
policies,L5,engine,PolicyEngine.get_policy_versions,"async get_policy_versions(db, limit: int, include_inactive: bool) -> List[Dict]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | connect | debug | fetch_policy_versions | get | isoformat | str,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,35,Get policy version history.
policies,L5,engine,PolicyEngine.get_risk_ceiling,"async get_risk_ceiling(db, ceiling_id: str) -> Optional[RiskCeiling]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_load_policies,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,7,Get a specific risk ceiling.
policies,L5,engine,PolicyEngine.get_risk_ceilings,"async get_risk_ceilings(db, tenant_id: Optional[str], include_inactive: bool) -> List[RiskCeiling]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_load_policies,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,15,Get all risk ceilings.
policies,L5,engine,PolicyEngine.get_safety_rules,"async get_safety_rules(db, tenant_id: Optional[str], include_inactive: bool) -> List[SafetyRule]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_load_policies,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,15,Get all safety rules.
policies,L5,engine,PolicyEngine.get_state,async get_state(db) -> PolicyState,?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyState | len | max,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,17,Get current policy layer state.
policies,L5,engine,PolicyEngine.get_temporal_policies,"async get_temporal_policies(db, metric: Optional[str], include_inactive: bool) -> List",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,TemporalPolicy | _get_engine | append | connect | debug | dispose | fetch_temporal_policies | get | str,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,37,Get temporal (sliding window) policies.
policies,L5,engine,PolicyEngine.get_temporal_storage_stats,"async get_temporal_storage_stats(db) -> Dict[str, Any]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | connect | dispose | error | fetch_temporal_storage_stats | isoformat | str,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,29,Get storage statistics for temporal metrics.
policies,L5,engine,PolicyEngine.get_temporal_utilization,"async get_temporal_utilization(db, policy_id: str, agent_id: Optional[str]) -> Dict",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | connect | debug | dispose | fetch_temporal_metric_sum | fetch_temporal_policy_for_utilization,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,39,Get current utilization for a temporal policy.
policies,L5,engine,PolicyEngine.get_topological_evaluation_order,get_topological_evaluation_order(dependencies: List) -> List[str],?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,add | append | error | get | hasattr | len | pop | set,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,no,47,Get topological order for policy evaluation based on dependencies.
policies,L5,engine,PolicyEngine.get_version_provenance,"async get_version_provenance(db, version_id: str) -> List[Dict]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | connect | debug | fetch_provenance | get | isoformat,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,26,Get provenance (change history) for a version.
policies,L5,engine,PolicyEngine.get_violation,"async get_violation(db, violation_id: str) -> Optional[PolicyViolation]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyViolation | ViolationType | _get_engine | connect | debug | dispose | fetch_violation_by_id | get | isinstance | loads | str,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,37,Get a specific violation by ID.
policies,L5,engine,PolicyEngine.get_violations,"async get_violations(db, violation_type: Optional[ViolationType], agent_id: Optional[str], tenant_id: Optional[str], severity_min: Optional[float], since: Optional[datetime], limit: int) -> List[PolicyViolation]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyViolation | ViolationType | _get_engine | append | connect | debug | dispose | fetch_violations | get | isinstance | loads | str,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,58,Get violations from database with filtering.
policies,L5,engine,PolicyEngine.pre_check,"async pre_check(request_id: str, agent_id: str, goal: str, tenant_id: str) -> Dict[str, Any]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyEvaluationRequest | _is_cache_stale | _load_policies | error | evaluate | warning,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,82,Pre-check policy constraints before run creation.
policies,L5,engine,PolicyEngine.prune_temporal_metrics,"async prune_temporal_metrics(db, retention_hours: int, compact_older_than_hours: int, max_events_per_policy: int) -> Dict[str, Any]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | cap_temporal_events | commit | compact_temporal_events | connect | delete_old_temporal_events | dispose | error | fetch_temporal_stats | get | str,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,yes,61,Prune and compact temporal metric events to prevent storage explosion.
policies,L5,engine,PolicyEngine.reload_policies,async reload_policies(db) -> PolicyLoadResult,?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_load_policies,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,yes,4,Force reload policies from database.
policies,L5,engine,PolicyEngine.reset_risk_ceiling,"async reset_risk_ceiling(db, ceiling_id: str) -> bool",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | commit | connect | debug | reset_risk_ceiling,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,yes,21,Reset a risk ceiling's current value.
policies,L5,engine,PolicyEngine.resolve_conflict,"async resolve_conflict(db, conflict_id: str, resolution: str, resolved_by: str) -> bool",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | commit | connect | debug | resolve_conflict,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,yes,23,Resolve a policy conflict.
policies,L5,engine,PolicyEngine.rollback_to_version,"async rollback_to_version(db, target_version: str, reason: str, rolled_back_by: str)",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | activate_version | commit | connect | error | fetch_version_for_rollback | insert_provenance | mark_version_rolled_back | reload_policies | str | uuid4,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,yes,44,Rollback to a previous policy version.
policies,L5,engine,PolicyEngine.set_governor,set_governor(governor) -> None,?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,no,3,Set the M18 Governor for violation routing.
policies,L5,engine,PolicyEngine.update_risk_ceiling,"async update_risk_ceiling(db, ceiling_id: str, updates: Dict[str, Any]) -> Optional[RiskCeiling]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | commit | connect | debug | dispose | get_risk_ceiling | reload_policies | update_risk_ceiling,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,yes,26,Update a risk ceiling.
policies,L5,engine,PolicyEngine.update_safety_rule,"async update_safety_rule(db, rule_id: str, updates: Dict[str, Any]) -> Optional[SafetyRule]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | commit | connect | debug | dispose | dumps | items | reload_policies | update_safety_rule,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,yes,37,Update a safety rule.
policies,L5,engine,PolicyEngine.validate_dependency_dag,"async validate_dependency_dag(db) -> Dict[str, Any]",?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,_get_engine | add | append | connect | dfs | dispose | error | fetch_dependency_edges_with_type | get | index | len | reverse | set | str | sum,__future__ | decisions | exc | models | policy_engine_driver | routing,db_write,yes,84,Validate that policy dependencies form a valid DAG (Directed Acyclic Graph).
policies,L5,engine,get_policy_engine,get_policy_engine() -> PolicyEngine,?:identity_chain | ?:policy | ?:workers | ?:__init__ | ?:dag_executor | ?:checkpoint | ?:policies | ?:golden | ?:service | ?:invoke_audit_driver,PolicyEngine | get_governor | info | set_governor | warning,__future__ | decisions | exc | models | policy_engine_driver | routing,pure,no,19,Get singleton policy engine with M18 Governor integration.
policies,L5,failure_mode_handler,get_failure_mode,get_failure_mode() -> FailureMode,?:prevention_engine | L5:prevention_engine | ?:test_failure_mode_handler,FailureMode | get_governance_config | hasattr | lower | str | warning,profile_policy_mode,pure,no,32,Get configured failure mode.
policies,L5,failure_mode_handler,handle_evaluation_error,"handle_evaluation_error(error: Exception, context: Dict[str, Any]) -> FailureDecision",?:prevention_engine | L5:prevention_engine | ?:test_failure_mode_handler,handle_policy_failure,profile_policy_mode,pure,no,16,Handle policy evaluation error.
policies,L5,failure_mode_handler,handle_missing_policy,"handle_missing_policy(context: Dict[str, Any]) -> FailureDecision",?:prevention_engine | L5:prevention_engine | ?:test_failure_mode_handler,handle_policy_failure,profile_policy_mode,pure,no,17,Handle case where no policy exists for the action.
policies,L5,failure_mode_handler,handle_policy_failure,"handle_policy_failure(error: Optional[Exception], context: Dict[str, Any], failure_type: FailureType) -> FailureDecision",?:prevention_engine | L5:prevention_engine | ?:test_failure_mode_handler,FailureDecision | error | get | get_failure_mode | info | isoformat | now | str | warning,profile_policy_mode,pure,no,97,Handle a policy evaluation failure.
policies,L5,failure_mode_handler,handle_timeout,"handle_timeout(context: Dict[str, Any], timeout_seconds: float) -> FailureDecision",?:prevention_engine | L5:prevention_engine | ?:test_failure_mode_handler,Exception | handle_policy_failure,profile_policy_mode,pure,no,16,Handle policy evaluation timeout.
policies,L5,folds,ConstantFolder.__init__,__init__(),?:__init__ | ?:test_m20_optimizer,,ir_nodes,pure,no,3,
policies,L5,folds,ConstantFolder._fold_binary_op,_fold_binary_op(instr: IRBinaryOp) -> FoldResult,?:__init__ | ?:test_m20_optimizer,FoldResult | get,ir_nodes,pure,no,19,Fold binary operation if both operands are constant.
policies,L5,folds,ConstantFolder._fold_compare,_fold_compare(instr: IRCompare) -> FoldResult,?:__init__ | ?:test_m20_optimizer,FoldResult | get,ir_nodes,pure,no,25,Fold comparison if both operands are constant.
policies,L5,folds,ConstantFolder._fold_unary_op,_fold_unary_op(instr: IRUnaryOp) -> FoldResult,?:__init__ | ?:test_m20_optimizer,FoldResult | get,ir_nodes,pure,no,16,Fold unary operation if operand is constant.
policies,L5,folds,ConstantFolder.fold_block,fold_block(block: IRBlock) -> None,?:__init__ | ?:test_m20_optimizer,IRLoadConst | append | try_fold,ir_nodes,pure,no,21,Fold constants in a basic block.
policies,L5,folds,ConstantFolder.fold_function,fold_function(func: IRFunction) -> None,?:__init__ | ?:test_m20_optimizer,fold_block | values,ir_nodes,pure,no,6,Fold constants in a function.
policies,L5,folds,ConstantFolder.fold_module,fold_module(module: IRModule) -> IRModule,?:__init__ | ?:test_m20_optimizer,fold_function | values,ir_nodes,pure,no,10,Fold constants in all functions.
policies,L5,folds,ConstantFolder.try_fold,try_fold(instr: IRInstruction) -> FoldResult,?:__init__ | ?:test_m20_optimizer,FoldResult | _fold_binary_op | _fold_compare | _fold_unary_op | isinstance,ir_nodes,pure,no,21,Try to fold an instruction.
policies,L5,folds,DeadCodeEliminator.__init__,__init__(),?:__init__ | ?:test_m20_optimizer,set,ir_nodes,pure,no,3,
policies,L5,folds,DeadCodeEliminator._eliminate_function,_eliminate_function(func: IRFunction) -> None,?:__init__ | ?:test_m20_optimizer,_find_reachable_blocks | _find_used_instructions | isinstance | keys | len | set | values,ir_nodes,pure,no,26,Eliminate dead code in a function.
policies,L5,folds,DeadCodeEliminator._find_reachable_blocks,_find_reachable_blocks(func: IRFunction) -> Set[str],?:__init__ | ?:test_m20_optimizer,add | append | get | isinstance | pop | set,ir_nodes,db_write,no,24,Find all reachable blocks from entry.
policies,L5,folds,DeadCodeEliminator._find_used_instructions,_find_used_instructions(func: IRFunction) -> Set[int],?:__init__ | ?:test_m20_optimizer,add | isinstance | set | values,ir_nodes,db_write,no,38,Find all instructions whose results are used.
policies,L5,folds,DeadCodeEliminator._mark_governance_critical,_mark_governance_critical(func: IRFunction) -> None,?:__init__ | ?:test_m20_optimizer,add | isinstance | set | values,ir_nodes,db_write,no,12,Mark instructions that are governance-critical (cannot be eliminated).
policies,L5,folds,DeadCodeEliminator.eliminate,eliminate(module: IRModule) -> IRModule,?:__init__ | ?:test_m20_optimizer,_eliminate_function | _mark_governance_critical | values,ir_nodes,pure,no,11,Eliminate dead code in module.
policies,L5,folds,PolicySimplifier.__init__,__init__(),?:__init__ | ?:test_m20_optimizer,,ir_nodes,pure,no,2,
policies,L5,folds,PolicySimplifier._find_mergeable_policies,_find_mergeable_policies(module: IRModule) -> List[List[str]],?:__init__ | ?:test_m20_optimizer,append | items | list | values,ir_nodes,pure,no,26,Find groups of policies that can be safely merged.
policies,L5,folds,PolicySimplifier._merge_policies,"_merge_policies(module: IRModule, policy_names: List[str]) -> None",?:__init__ | ?:test_m20_optimizer,len | sort,ir_nodes,pure,no,24,Merge a group of compatible policies.
policies,L5,folds,PolicySimplifier.simplify,simplify(module: IRModule) -> IRModule,?:__init__ | ?:test_m20_optimizer,_find_mergeable_policies | _merge_policies | len,ir_nodes,pure,no,16,Simplify policies in module.
