domain,layer,folder,filename,rel_path,lines,purpose,functions,fn_count,async_count,classes,cls_count,calls_l5,calls_l5_schema,calls_l6,calls_l7,cross_domain,external_deps,called_by,caller_layers,header_callers,header_allowed_imports,header_forbidden_imports,linkage_chain,disposition
integrations,L5,L5_engines,weaviate_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/weaviate_adapter.py,399,Weaviate vector store adapter,,0,0,WeaviateAdapter,1,,,,,,auth | base | weaviate,L3:__init__,L3,"RetrievalMediator, IndexingExecutor","L4, L6","L1, L2",L3 → THIS(L5),
integrations,L5,L5_engines,webhook_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/webhook_adapter.py,472,Webhook notification adapter with retry logic,,0,0,CircuitState | CircuitBreakerConfig | CircuitBreaker | WebhookDeliveryAttempt | WebhookDelivery | WebhookAdapter,6,,,,,,base | httpx,L3:__init__,L3,"NotificationService, AlertManager","L4, L6","L1, L2",L3 → THIS(L5),
integrations,L5,L5_engines,workers_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/workers_adapter.py,208,Worker execution boundary adapter (L2 → L3 → L4),get_workers_adapter,1,0,WorkersAdapter,1,,,,,,worker_execution_command,L3:__init__ | ?:workers | L2:workers,? + L2 + L3,workers.py (L2),"L4, L6","L1, L2, L5",? + L2 + L3 → THIS(L5),
integrations,L5,L5_notifications,channel_engine,backend/app/hoc/cus/integrations/L5_notifications/engines/channel_engine.py,1102,Configurable notification channel management engine,get_notify_service | _reset_notify_service | get_channel_config | send_notification | check_channel_health,5,2,NotifyChannel | NotifyEventType | NotifyChannelStatus | NotifyChannelError | NotifyDeliveryResult | NotifyChannelConfig | NotifyChannelConfigResponse | NotificationSender | NotifyChannelService,9,,,,,,,,,"alert_emitter, incident_service, policy_engine","L5, L6","L1, L2, L3",THIS(L5),
integrations,L5,L5_schemas,audit_schemas,backend/app/hoc/cus/integrations/L5_schemas/audit_schemas.py,59,Audit trail dataclasses for integration bridges,,0,0,PolicyActivationAudit,1,,,,,,__future__,L5:bridges | L5s:__init__ | L6:bridges_driver,L5 + L5s + L6,"bridges, engines",stdlib only,"L6, sqlalchemy",L5 + L5s + L6 → THIS(L5),
integrations,L5,L5_schemas,cus_schemas,backend/app/hoc/cus/integrations/L5_schemas/cus_schemas.py,498,"Pydantic schemas for Customer Integration domain (LLM BYOK, SDK, RAG)",,0,0,CusIntegrationCreate | CusIntegrationUpdate | CusLLMUsageIngest | CusLLMUsageBatchIngest | CusIntegrationResponse | CusIntegrationSummary | CusLimitsStatus | CusUsageSummary | CusIntegrationUsage | CusLLMUsageResponse | CusHealthCheckResponse,11,,,,cus_models,,pydantic,?:aos_cus_integrations | ?:cus_telemetry | L2:cus_telemetry | L2:aos_cus_integrations | ?:cus_integration_engine | ?:cus_telemetry_engine,? + L2,"aos_cus_integrations.py, cus_telemetry.py APIs",cus_models.py (enums only),"L1, L2, L3, L4, L5",? + L2 → THIS(L5) → L7,
integrations,L5,L5_schemas,datasource_model,backend/app/hoc/cus/integrations/L5_schemas/datasource_model.py,582,CustomerDataSource - Customer data source models and registry.,get_datasource_registry | _reset_registry | create_datasource | get_datasource | list_datasources,5,0,DataSourceType | DataSourceStatus | DataSourceConfig | CustomerDataSource | DataSourceError | DataSourceStats | DataSourceRegistry,7,,,,,,,L5:datasources_facade | ?:__init__ | ?:facade | ?:test_customer_datasource,? + L5,,,,? + L5 → THIS(L5),
integrations,L5,L5_schemas,loop_events,backend/app/hoc/cus/integrations/L5_schemas/loop_events.py,968,"Integration loop event definitions (dataclasses, enums)",ensure_json_serializable,1,0,ConfidenceCalculator | ConfidenceBand | LoopStage | LoopFailureState | PolicyMode | HumanCheckpointType | LoopEvent | PatternMatchResult | RecoverySuggestion | PolicyRule | RoutingAdjustment | HumanCheckpoint | LoopStatus,13,,,,,,__future__,L5:bridges | L5:cost_bridges_engine | L5:dispatcher | L5s:__init__ | L6:bridges_driver,L5 + L5s + L6,"integrations/engines/*, integrations/drivers/*",stdlib only,"L6, sqlalchemy",L5 + L5s + L6 → THIS(L5),
integrations,L5,L5_vault,service,backend/app/hoc/cus/integrations/L5_vault/engines/service.py,551,High-level credential service with validation and auditing,,0,0,CredentialAccessRecord | CredentialService,2,,,,,,vault,?:__init__ | ?:agent_spawn | ?:rbac_engine | ?:role_mapping | ?:datasets | ?:failure_intelligence | L5:datasets | ?:definitions,? + L5,"ConnectorRegistry, LifecycleHandlers, API routes","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L5 → THIS(L5),
integrations,L5,L5_vault,vault,backend/app/hoc/cus/integrations/L5_vault/drivers/vault.py,749,Credential vault abstraction with multiple provider support,create_credential_vault,1,0,VaultProvider | CredentialType | CredentialMetadata | CredentialData | CredentialVault | HashiCorpVault | EnvCredentialVault,7,,,,,,httpx,L5s:cus_schemas | ?:service | L7:cus_models | ?:cus_schemas | ?:__init__,? + L5s + L7,CredentialService,"L6, L7 (models)",,? + L5s + L7 → THIS(L5),
integrations,L6,L6_drivers,connector_registry,backend/app/hoc/cus/integrations/L6_drivers/connector_registry.py,838,Connector management and registration,get_connector_registry | _reset_registry | register_connector | get_connector | list_connectors,5,0,ConnectorType | ConnectorStatus | ConnectorCapability | ConnectorConfig | ConnectorError | BaseConnector | VectorConnector | FileConnector | ServerlessConnector | ConnectorStats | ConnectorRegistry,11,,,,,,,L5:connectors_facade | L4:execution | L4:retrieval_mediator | ?:__init__ | ?:facade | ?:retrieval_mediator | ?:test_retrieval_mediator | ?:test_connector_registry,? + L4 + L5,L5 engines,"L6, L7 (models)",,? + L4 + L5 → THIS(L6),
integrations,L6,L6_drivers,external_response_driver,backend/app/hoc/cus/integrations/L6_drivers/external_response_driver.py,289,External response persistence and interpretation driver,record_external_response | interpret_response | get_interpreted_response,3,0,ExternalResponseService,1,,,,external_response,,orm | sqlalchemy,,,"L3 adapters (record_raw), L4/L5 engines (interpret), L2 (read_interpreted)","L6, L7 (models)",,THIS(L6) → L7,
integrations,L6,L6_drivers,worker_registry_driver,backend/app/hoc/cus/integrations/L6_drivers/worker_registry_driver.py,424,"Worker discovery, status queries, capability registry driver",get_worker_registry_service,1,0,WorkerRegistryError | WorkerNotFoundError | WorkerUnavailableError | WorkerRegistryService,4,,,,tenant,,sqlmodel,L6:__init__,L6,"L5 engines, L2 APIs","L6, L7 (models)",,L6 → THIS(L6) → L7,
logs,L5,L5_engines,audit_evidence,backend/app/hoc/cus/logs/L5_engines/audit_evidence.py,671,Emit compliance-grade audit for MCP tool calls,_hash_value | _contains_sensitive | _redact_sensitive | get_mcp_audit_emitter | configure_mcp_audit_emitter | reset_mcp_audit_emitter,6,0,MCPAuditEventType | MCPAuditEvent | MCPAuditEmitter,3,,,,,,events,?:__init__,?,"Runner, skill executor","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
logs,L5,L5_engines,audit_ledger_service,backend/app/hoc/cus/logs/L5_engines/audit_ledger_service.py,220,Sync audit ledger writer for governance events (incidents),get_audit_ledger_service,1,0,AuditLedgerService,1,,,,audit_ledger,,sqlmodel,L5:incident_write_engine | ?:incident_write_engine,? + L5,incident_write_engine (L5),"L6, L7 (models)","L1, L2, L3, L4",? + L5 → THIS(L5) → L7,
logs,L5,L5_engines,audit_reconciler,backend/app/hoc/cus/logs/L5_engines/audit_reconciler.py,322,Reconcile audit expectations against acknowledgments,get_audit_reconciler,1,0,AuditReconciler,1,,,,,,audit_store | prometheus_client | rac_models,?:run_orchestration_kernel,?,"ROK (L5), Scheduler (L5)","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
logs,L5,L5_engines,certificate,backend/app/hoc/cus/logs/L5_engines/certificate.py,386,Cryptographic certificate generation for deterministic replay,,0,0,CertificateType | CertificatePayload | Certificate | CertificateService,4,replay_determinism,,,,,,?:guard | L4:logs_handler | ?:certificate | ?:mypy_zones | ?:apply,? + L4,guard.py (replay endpoint),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 → THIS(L5) → L5,
logs,L5,L5_engines,completeness_checker,backend/app/hoc/cus/logs/L5_engines/completeness_checker.py,518,Evidence PDF completeness validation for SOC2 compliance,check_evidence_completeness | ensure_evidence_completeness,2,0,CompletenessCheckResult | EvidenceCompletenessError | CompletenessCheckResponse | EvidenceCompletenessChecker,4,,,,,,,?:__init__,?,"pdf_renderer, evidence_report, export APIs","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
logs,L5,L5_engines,evidence_facade,backend/app/hoc/cus/logs/L5_engines/evidence_facade.py,570,Evidence Facade - Centralized access to evidence and export operations,get_evidence_facade,1,0,EvidenceType | ExportFormat | ExportStatus | EvidenceLink | EvidenceChain | VerificationResult | EvidenceExport | EvidenceFacade,8,,,,,,,L5:__init__ | L4:logs_handler,L4 + L5,"L2 evidence.py API, SDK","L5, L6","L1, L2, L3, sqlalchemy (runtime)",L4 + L5 → THIS(L5),
logs,L5,L5_engines,evidence_report,backend/app/hoc/cus/logs/L5_engines/evidence_report.py,1164,Evidence report generator - Legal-grade PDF export,generate_evidence_report,1,0,CertificateEvidence | IncidentEvidence | EvidenceReportGenerator,3,,,,,,enums | lib | pagesizes | platypus | styles | units,?:guard | L4:logs_handler | ?:mypy_zones | ?:apply,? + L4,guard.py (incident export endpoint),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 → THIS(L5),
logs,L5,L5_engines,logs_facade,backend/app/hoc/cus/logs/L5_engines/logs_facade.py,1407,Logs domain facade - unified entry point for all logs operations,get_logs_facade,1,0,SourceDomain | Origin | EvidenceMetadataResult | LLMRunRecordResult | LLMRunRecordsResult | TraceStepResult | LLMRunEnvelopeResult | LLMRunTraceResult | GovernanceEventResult | LLMRunGovernanceResult | ReplayEventResult | LLMRunReplayResult | LLMRunExportResult | SystemRecordResult | SystemRecordsResult | SystemSnapshotResult | TelemetryStubResult | SystemEventResult | SystemEventsResult | SystemReplayResult | SystemAuditResult | AuditLedgerItemResult | AuditLedgerDetailResult | AuditLedgerListResult | IdentityEventResult | AuditIdentityResult | AuthorizationDecisionResult | AuditAuthorizationResult | AccessEventResult | AuditAccessResult | IntegrityCheckResult | AuditIntegrityResult | ExportRecordResult | AuditExportsResult | LogsFacade,35,,,logs_domain_store,,,,?:logs | L5:__init__ | L4:logs_handler,? + L4 + L5,"L2 logs API, L3 adapters","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 + L5 → THIS(L5) → L6,
logs,L5,L5_engines,logs_read_engine,backend/app/hoc/cus/logs/L5_engines/logs_read_engine.py,215,Logs/Traces domain read operations (L5),get_logs_read_service,1,0,LogsReadService,1,,,,,,models | pg_store,L5:customer_logs_adapter | L3:customer_logs_adapter,L3 + L5,customer_logs_adapter.py (L3),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",L3 + L5 → THIS(L5),
logs,L5,L5_engines,mapper,backend/app/hoc/cus/logs/L5_engines/mapper.py,273,Map incidents to relevant SOC2 controls,get_control_mappings_for_incident,1,0,SOC2ControlMapper,1,,,,,,control_registry | time,L4:control_registry | ?:__init__ | ?:control_registry,? + L4,"services/export_bundle_service.py, api/incidents.py","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 → THIS(L5),
logs,L5,L5_engines,panel_response_assembler,backend/app/hoc/cus/logs/L5_engines/panel_response_assembler.py,265,Assemble final panel response envelope,create_response_assembler,1,0,PanelResponseAssembler,1,,,,,,panel_consistency_checker | panel_types,L5:ai_console_panel_engine | ?:ai_console_panel_engine | ?:__init__,? + L5,Panel adapters,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L5 → THIS(L5),
logs,L5,L5_engines,pdf_renderer,backend/app/hoc/cus/logs/L5_engines/pdf_renderer.py,687,Render export bundles to PDF format,get_pdf_renderer,1,0,PDFRenderer,1,,,,export_bundles,,enums | lib | pagesizes | platypus | styles | units,?:incidents | L4:logs_handler | L7:export_bundles,? + L4 + L7,api/incidents.py,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 + L7 → THIS(L5) → L7,
logs,L5,L5_engines,redact,backend/app/hoc/cus/logs/L5_engines/redact.py,267,Trace data redaction for security,redact_json_string | redact_dict | redact_list | redact_string_value | redact_trace_data | is_sensitive_field | add_sensitive_field | add_redaction_pattern,8,0,,0,,,,,,,?:traces | L2:traces | L6:pg_store | ?:__init__ | ?:pg_store | ?:mypy_zones,? + L2 + L6,trace store,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L2 + L6 → THIS(L5),
logs,L5,L5_engines,replay_determinism,backend/app/hoc/cus/logs/L5_engines/replay_determinism.py,519,Replay determinism validation for LLM calls — CANONICAL DEFINITIONS,,0,0,DeterminismLevel | ModelVersion | PolicyDecision | ReplayMatch | ReplayResult | CallRecord | ReplayValidator | ReplayContextBuilder,8,,,,,,,?:guard | L2:guard | L5:certificate | L4:logs_handler | ?:certificate | ?:replay_determinism,? + L2 + L4 + L5,"logs_facade.py, evidence services, other domains (read-only)","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L2 + L4 + L5 → THIS(L5),
logs,L5,L5_engines,trace_facade,backend/app/hoc/cus/logs/L5_engines/trace_facade.py,297,Trace Domain Facade - Centralized access to trace operations with RAC acks,get_trace_facade,1,0,TraceFacade,1,,,,,,audit_store | models | trace_store,L5:__init__ | L4:transaction_coordinator | ?:transaction_coordinator | ?:__init__ | ?:trace_facade,? + L4 + L5,"L5 runner/observability guard (via dependency injection), API routes","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 + L5 → THIS(L5),
logs,L5,L5_engines,traces_metrics,backend/app/hoc/cus/logs/L5_engines/traces_metrics.py,297,Trace metrics collection (Prometheus),get_traces_metrics | instrument_trace_request | instrument_replay_check | instrument_parity_check,4,0,TracesMetrics,1,,,,,,prometheus_client,?:__init__,?,trace store,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
logs,L5,L5_engines,traces_models,backend/app/hoc/cus/logs/L5_engines/traces_models.py,420,Trace data models (dataclasses),_normalize_for_determinism | compare_traces,2,0,TraceStatus | TraceStep | TraceSummary | TraceRecord | ParityResult,5,,,,,,,,,traces/*,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",THIS(L5),
logs,L5,L5_support,audit_engine,backend/app/hoc/cus/logs/L5_support/CRM/engines/audit_engine.py,888,Audit Engine - verifies job execution against contract intent,audit_result_to_record | create_audit_input_from_evidence,2,0,CheckResult | AuditCheck | AuditInput | AuditResult | AuditChecks | AuditService | RolloutGate,7,,,,contract,,,L4:__init__,L4,GovernanceOrchestrator (via AuditTrigger),L6 models only,"L1, L2, L3, L4, L5 (auditor is independent)",L4 → THIS(L5) → L7,
logs,L6,L6_drivers,audit_ledger_service_async,backend/app/hoc/cus/logs/L6_drivers/audit_ledger_service_async.py,329,Async audit ledger writer for governance events,get_audit_ledger_service_async,1,0,AuditLedgerServiceAsync,1,,,,audit_ledger,,asyncio,L5:policy_limits_engine | L5:policy_proposal_engine | L5:policy_rules_engine | ?:policy_limits_service | ?:policy_rules_service | ?:policy_proposal,? + L5,"policy_limits_engine, policy_rules_engine, policy_proposal_engine (L5)","L6, L7 (models)","L1, L2, L3, L4, L5",? + L5 → THIS(L6) → L7,
logs,L6,L6_drivers,bridges_driver,backend/app/hoc/cus/logs/L6_drivers/bridges_driver.py,104,Database operations for integration bridges,record_policy_activation,1,1,,0,,,,,,__future__ | audit_schemas | loop_events | sqlalchemy,L5:bridges | L6:__init__,L5 + L6,bridges_engine,"L6, L7 (models)","L1, L2, L3, L4, L5",L5 + L6 → THIS(L6),
logs,L6,L6_drivers,capture,backend/app/hoc/cus/logs/L6_drivers/capture.py,869,Taxonomy evidence capture service (ctx-aware) — L6 DOES NOT COMMIT,_assert_context_exists | _record_capture_failure | _hash_content | capture_environment_evidence | capture_activity_evidence | capture_provider_evidence | capture_policy_decision_evidence | compute_integrity | capture_integrity_evidence | hash_prompt,10,0,EvidenceContextError | CaptureFailureReason | FailureResolution,3,,,,,,__future__ | exc | execution_context | integrity | sqlalchemy | sqlmodel,?:workers | ?:__init__ | L2:workers | ?:executor | ?:runner | ?:inject_synthetic,? + L2,"L5 engines (must provide session, must own transaction boundary)","L6, L7 (models)",,? + L2 → THIS(L6),
logs,L6,L6_drivers,export_bundle_store,backend/app/hoc/cus/logs/L6_drivers/export_bundle_store.py,242,"Database operations for export bundle data (incidents, runs, traces)",get_export_bundle_store,1,0,IncidentSnapshot | RunSnapshot | TraceSummarySnapshot | TraceStepSnapshot | ExportBundleStore,5,,,,,,db | sqlmodel | store,L6:__init__ | L3:export_bundle_adapter,L3 + L6,L3 ExportBundleAdapter,"L6, L7 (models)",,L3 + L6 → THIS(L6),
logs,L6,L6_drivers,idempotency,backend/app/hoc/cus/logs/L6_drivers/idempotency.py,398,Trace idempotency enforcement (Redis + Lua scripts),_load_lua_script | canonical_json | hash_request | get_idempotency_store,4,1,IdempotencyResult | IdempotencyResponse | RedisIdempotencyStore | InMemoryIdempotencyStore,4,,,,,,asyncio,?:main | ?:skills_base | ?:job_queue_worker | ?:base | ?:__init__,?,"trace store, workers","L6, L7 (models)",,? → THIS(L6),
logs,L6,L6_drivers,integrity,backend/app/hoc/cus/logs/L6_drivers/integrity.py,523,Integrity computation with separated concerns,compute_integrity_v2,1,0,IntegrityState | IntegrityGrade | EvidenceClass | FailureResolution | CaptureFailure | IntegrityFacts | IntegrityAssembler | IntegrityEvaluation | IntegrityEvaluator,9,,,,,,__future__ | exc | sqlalchemy,?:logs | ?:__init__ | ?:capture | L2:logs | L6:capture | ?:SDSR_output_emit_AURORA_L2,? + L2 + L6,"runner.py (at terminal), evidence.capture","L6, L7 (models)",,? + L2 + L6 → THIS(L6),
logs,L6,L6_drivers,job_execution,backend/app/hoc/cus/logs/L6_drivers/job_execution.py,880,"Job execution support services (retry, progress, audit)",_hash_value | get_job_retry_manager | get_job_progress_tracker | get_job_audit_emitter | reset_job_execution_services,5,0,RetryStrategy | RetryConfig | RetryAttempt | JobRetryManager | ProgressStage | ProgressUpdate | JobProgressTracker | JobAuditEventType | JobAuditEvent | JobAuditEmitter,10,,,,,,events | random,?:__init__,?,"JobQueueWorker, APSchedulerExecutor","L6, L7 (models)",,? → THIS(L6),
logs,L6,L6_drivers,logs_domain_store,backend/app/hoc/cus/logs/L6_drivers/logs_domain_store.py,673,"Database operations for Logs domain (LLM runs, system records, audit ledger)",get_logs_domain_store,1,0,LLMRunSnapshot | SystemRecordSnapshot | AuditLedgerSnapshot | LogExportSnapshot | TraceStepSnapshot | QueryResult | LogsDomainStore,7,,,,audit_ledger | log_exports | logs_records,,asyncio | sqlalchemy,L5:logs_facade | L6:__init__,L5 + L6,L5 LogsFacade,"L6, L7 (models)",,L5 + L6 → THIS(L6) → L7,
logs,L6,L6_drivers,panel_consistency_checker,backend/app/hoc/cus/logs/L6_drivers/panel_consistency_checker.py,250,Cross-slot consistency enforcement,create_consistency_checker,1,0,ConsistencyViolation | ConsistencyCheckResult | PanelConsistencyChecker,3,,,,,,panel_types,L5:ai_console_panel_engine | L5:panel_response_assembler | ?:ai_console_panel_engine | ?:panel_metrics_emitter | ?:panel_response_assembler | ?:__init__,? + L5,Panel adapters,"L6, L7 (models)",,? + L5 → THIS(L6),
logs,L6,L6_drivers,pg_store,backend/app/hoc/cus/logs/L6_drivers/pg_store.py,769,PostgreSQL trace storage,_status_to_level | get_postgres_trace_store,2,0,PostgresTraceStore,1,,,,,,asyncpg | models | redact,?:traces | L2:traces | L5:logs_read_engine | ?:runner | ?:replay | ?:logs_read_service | ?:__init__ | ?:mypy_zones | ?:test_trace_fail_closed | ?:apply,? + L2 + L5,trace store abstraction,"L6, L7 (models)",,? + L2 + L5 → THIS(L6),
logs,L6,L6_drivers,replay,backend/app/hoc/cus/logs/L6_drivers/replay.py,329,Trace replay execution,hash_output | get_replay_enforcer,2,0,ReplayBehavior | ReplayMismatchError | IdempotencyViolationError | ReplayResult | ReplayEnforcer | IdempotencyStore | InMemoryIdempotencyStore | RedisIdempotencyStore,8,,,,,,asyncio,?:logs | ?:runtime | ?:workers | L2:logs | L2:runtime | L2:workers | ?:main | L4:logs_handler | ?:execution_plan | ?:__init__,? + L2 + L4,API routes,"L6, L7 (models)",,? + L2 + L4 → THIS(L6),
logs,L6,L6_drivers,traces_store,backend/app/hoc/cus/logs/L6_drivers/traces_store.py,757,Trace store abstraction,generate_correlation_id | generate_run_id,2,0,TraceStore | SQLiteTraceStore | InMemoryTraceStore,3,,,,,,models | sqlite3,,,"services, workers","L6, L7 (models)",,THIS(L6),
overview,L5,L5_engines,overview_facade,backend/app/hoc/cus/overview/L5_engines/overview_facade.py,619,Overview Engine - Centralized access to overview domain operations,get_overview_facade,1,0,SystemPulse | DomainCount | HighlightsResult | DecisionItem | DecisionsResult | CostPeriod | LimitCostItem | CostsResult | DecisionsCountResult | RecoveryStatsResult | OverviewFacade,11,,,overview_facade_driver,,,__future__ | asyncio | time,?:overview | L5:__init__ | L4:overview_handler | L4:operation_registry | ?:overview_facade,? + L4 + L5,L2 API routes (/overview/*),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 + L5 → THIS(L5) → L6,
overview,L6,L6_drivers,overview_facade_driver,backend/app/hoc/cus/overview/L6_drivers/overview_facade_driver.py,519,Overview Facade Driver - Pure data access for overview aggregation,,0,0,IncidentCountSnapshot | ProposalCountSnapshot | BreachCountSnapshot | RunCountSnapshot | AuditCountSnapshot | IncidentSnapshot | ProposalSnapshot | LimitSnapshot | RunCostSnapshot | BreachStatsSnapshot | IncidentDecisionCountSnapshot | RecoverySnapshot | OverviewFacadeDriver,13,,,,audit_ledger | killswitch | policy | policy_control_plane | tenant,,asyncio | sqlalchemy | time,L5:overview_facade | L6:__init__,L5 + L6,overview_facade.py (L5),"L6, L7 (models)",,L5 + L6 → THIS(L6) → L7,
policies,L5,L5_engines,ast,backend/app/hoc/cus/policies/L5_engines/ast.py,381,"Policy DSL AST node definitions (immutable, typed)",is_predicate | is_exists_predicate | is_logical_condition | is_warn_action | is_block_action | is_require_approval_action,6,0,Scope | Mode | Comparator | LogicalOperator | WarnAction | BlockAction | RequireApprovalAction | Predicate | ExistsPredicate | LogicalCondition | Clause | PolicyMetadata | PolicyAST,13,,,,,,__future__,?:__init__ | ?:ir_compiler | ?:parser | ?:validator | L5:compiler_parser | L5:dsl_parser | L5:ir_builder | L5:ir_compiler | L5:validator | L5:visitors,? + L5,"policy/compiler, policy/engine","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L5 → THIS(L5),
policies,L5,L5_engines,authority_checker,backend/app/hoc/cus/policies/L5_engines/authority_checker.py,284,Check override authority before policy enforcement,should_skip_enforcement,1,0,OverrideStatus | OverrideCheckResult | OverrideAuthorityChecker,3,,,,,,,?:__init__,?,"policy/prevention_engine.py, services/enforcement/","L6, L7","L1, L2, L3, L4, sqlalchemy, sqlmodel",? → THIS(L5),
policies,L5,L5_engines,binding_moment_enforcer,backend/app/hoc/cus/policies/L5_engines/binding_moment_enforcer.py,276,Enforce binding moments - when policies are evaluated,should_evaluate_policy | get_binding_moment | clear_run_cache | _mark_evaluated | _was_evaluated | _check_fields_changed,6,0,BindingMoment | EvaluationPoint | BindingDecision,3,,,,,,,L5:prevention_engine | ?:prevention_engine | ?:test_binding_moment_enforcer,? + L5,prevention_engine.py,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L5 → THIS(L5),
policies,L5,L5_engines,claim_decision_engine,backend/app/hoc/cus/policies/L5_engines/claim_decision_engine.py,123,Domain engine for recovery claim decisions.,is_candidate_claimable | determine_claim_status | get_result_confidence,3,0,,0,,,,,,,,,L4 services (L5 no longer imports this module),,,THIS(L5),
policies,L5,L5_engines,compiler_parser,backend/app/hoc/cus/policies/L5_engines/compiler_parser.py,460,Policy language parser,,0,0,ParseError | Parser,2,,,,,,grammar | nodes | tokenizer,,,policy/engine,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",THIS(L5),
policies,L5,L5_engines,content_accuracy,backend/app/hoc/cus/policies/L5_engines/content_accuracy.py,386,Policy content accuracy validation (pure logic),validate_content_accuracy,1,0,AssertionType | ValidationResult | AssertionCheck | ContentAccuracyResult | ContentAccuracyValidator,5,,,,,,,L5:prevention_hook | ?:__init__ | ?:prevention_hook,? + L5,policy/engine,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L5 → THIS(L5),
policies,L5,L5_engines,cus_enforcement_service,backend/app/hoc/cus/policies/L5_engines/cus_enforcement_service.py,80,Customer enforcement service - LLM integration policy enforcement,get_cus_enforcement_service,1,0,,0,,,,,,cus_enforcement_engine,?:cus_enforcement | L4:policies_handler | ?:shim_guard,? + L4,cus_enforcement.py,L6 (drivers),"L1, L2, L3, sqlalchemy direct",? + L4 → THIS(L5),
policies,L5,L5_engines,customer_policy_read_engine,backend/app/hoc/cus/policies/L5_engines/customer_policy_read_engine.py,343,Customer policy domain read operations with business logic (pure logic),get_customer_policy_read_service,1,0,BudgetConstraint | RateLimit | GuardrailSummary | PolicyConstraints | CustomerPolicyReadService,5,,,policy_read_driver,,,sqlmodel,L5:customer_policies_adapter | L3:customer_policies_adapter,L3 + L5,customer_policies_adapter.py (L3),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",L3 + L5 → THIS(L5) → L6,
policies,L5,L5_engines,decorator,backend/app/hoc/cus/policies/L5_engines/decorator.py,192,Optional ergonomic decorator over ExecutionKernel,governed | _extract_tenant_id | _extract_subject,3,0,,0,,,,,,__future__ | kernel,?:__init__,?,"HTTP route handlers, CLI commands","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
policies,L5,L5_engines,degraded_mode,backend/app/hoc/cus/policies/L5_engines/degraded_mode.py,217,Degraded mode for governance system (pure state logic),enter_degraded_mode | exit_degraded_mode | is_degraded_mode_active | get_degraded_mode_status | should_allow_new_run | get_existing_run_action,6,0,DegradedModeStatus | DegradedModeTransition,2,,,,,,,?:test_degraded_mode,?,"main.py, prevention_engine.py","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
policies,L5,L5_engines,deterministic_engine,backend/app/hoc/cus/policies/L5_engines/deterministic_engine.py,513,Deterministic policy execution engine,,0,0,ExecutionStatus | ExecutionContext | ExecutionResult | DeterministicEngine,4,,,,,,grammar | intent | ir_nodes,L4:dag_executor | ?:worker | ?:__init__ | ?:dag_executor | ?:mypy_zones | ?:test_m20_runtime | ?:apply,? + L4,"policy evaluators, workers","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 → THIS(L5),
policies,L5,L5_engines,dsl_parser,backend/app/hoc/cus/policies/L5_engines/dsl_parser.py,523,Policy DSL text parser (DSL → AST) - pure parsing,parse | parse_condition,2,0,ParseLocation | ParseError | Token | Lexer | Parser,5,,,,,,__future__ | ast,,,policy/compiler,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",THIS(L5),
